frame,L_Elbow,R_Elbow,L_Knee,R_Knee,L_Shoulder,R_Shoulder,L_Hip,R_Hip
143,,5.2,,168.91,157.57,137.59,,106.95,60.52,83.35
144,,4.96,,164.36,157.81,139.34,,103.36,59.3,83.76
145,,4.67,,157.5,157.22,137.72,,98.37,57.08,86.4
146,,4.33,,150.69,158.02,137.38,,93.03,55.29,89.62
147,,3.64,,139.2,160.55,137.86,,85.62,25.74,121.97
148,,3.85,,112.71,164.18,137.23,,72.71,104.86,103.71
149,,3.06,,92.07,167.96,140.36,,57.55,107.44,98.79
150,,3.77,,76.66,171.29,145.27,,40.76,111.47,93.51
151,,8.49,,54.67,173.39,147.61,,29.13,108.17,95.28
152,,19.65,,45.09,175.43,151.28,,21.21,107.38,95.34
153,,29.62,,43.44,178.83,157.41,,20.01,105.22,98.1
154,,44.07,,40.64,177.76,161.53,,21.29,104.51,98.71
155,,37.84,,42.14,177.7,167.03,,23.76,105.76,101.15
156,,30.41,,48.96,176.88,173.05,,27.45,106.29,103.71
157,,22.1,,54.64,175.12,172.05,,31.59,105.83,102.76
158,,12.17,,53.66,173.07,172.29,,33.26,104.43,103.37
159,,5.06,,57.78,171.16,170.91,,37.43,102.82,102.81
160,,1.92,,60.42,171.02,170.14,,39.39,102.36,103.26
161,,0.29,,62.62,171.65,169.11,,40.13,102.62,103.21
162,,0.7,,62.7,172.43,168.41,,41.63,103.32,102.77
163,,1.82,,62.18,174.1,167.51,,42.89,104.31,102.37
164,,2.59,,61.84,179.67,167.5,,43.48,108.22,100.98
165,,3.8,,61.6,173.52,166.74,,43.75,110.41,101.56
166,,4.29,,63.29,164.76,167.21,,44.65,112.15,104.63
167,,4.88,,65.48,159.89,171.75,,42.36,113.13,107.8
168,,0.45,,73.7,158.95,172.28,,39.12,110.89,110.02
169,,3.42,,71.58,163.55,178.0,,28.94,110.58,112.43
170,,97.58,,65.97,169.94,179.51,,17.92,110.59,112.05
171,,150.01,,57.9,177.88,178.82,,8.07,108.21,113.71
172,6.37,139.85,,50.6,178.21,178.08,,2.01,107.46,115.79
173,4.76,132.04,,45.62,172.2,174.4,,2.01,102.63,117.11
174,3.5,125.5,58.51,42.24,171.58,176.68,90.98,2.56,102.15,116.46
175,3.9,122.86,72.84,41.63,172.6,178.98,95.15,0.1,104.64,114.26
176,4.36,124.38,19.06,42.82,170.52,179.19,96.45,2.13,106.41,112.14
177,6.78,124.59,27.27,45.11,170.35,178.93,92.27,3.57,106.68,112.33
178,10.47,125.94,31.65,46.01,172.85,179.35,85.18,4.92,106.79,113.38
179,13.84,124.88,56.93,49.05,177.41,179.27,79.39,7.32,106.79,114.34
180,16.12,121.12,118.18,53.54,178.95,178.93,74.53,9.62,105.53,114.59
181,15.92,114.8,98.6,59.84,173.9,177.09,48.22,15.15,105.52,114.83
182,13.56,94.06,80.51,61.28,172.3,176.53,28.52,20.9,105.35,113.86
183,13.85,36.77,73.31,63.75,171.82,174.75,16.04,28.78,105.07,112.43
184,13.33,17.51,63.82,62.77,173.94,170.84,7.93,31.59,104.07,110.93
185,16.67,7.15,177.36,60.12,175.96,166.02,10.51,32.56,107.87,103.27
186,14.73,1.49,162.95,58.48,179.04,162.31,5.07,35.95,110.16,95.45
187,15.12,3.2,158.11,57.3,173.68,160.61,4.67,38.12,108.75,92.44
188,14.49,6.0,172.11,56.56,173.07,159.65,7.73,40.09,109.26,91.41
189,15.51,9.26,,57.27,173.52,159.95,,41.26,109.99,91.14
190,15.35,10.4,,57.78,172.53,160.29,,41.81,110.33,90.65
191,,11.06,,58.07,171.35,160.9,,42.78,111.02,89.45
192,,10.83,,58.3,170.65,161.83,,43.22,110.78,89.79
193,,10.05,,58.51,171.98,162.11,,43.7,111.23,90.47
194,,9.67,,58.61,173.42,162.2,,44.39,111.26,91.19
195,,8.38,,59.23,175.58,161.37,,44.74,108.5,95.08
196,,7.54,,60.36,179.88,161.33,,44.92,104.02,103.28
197,,8.27,,62.92,175.96,162.96,,44.41,104.11,107.64
198,,9.98,,66.3,171.78,169.8,,42.47,106.29,110.55
199,,17.73,,67.28,170.39,176.04,,37.21,106.28,114.29
200,,35.84,,64.59,172.04,178.24,,29.35,106.95,114.18
201,,153.89,,58.89,174.19,179.71,,23.01,106.44,115.76
202,8.18,178.94,,54.48,178.34,178.59,,16.84,106.32,115.25
203,7.5,178.12,,46.74,176.59,178.36,,11.91,105.15,114.76
204,2.7,174.54,115.36,39.59,175.01,174.84,93.48,9.2,104.17,116.82
205,2.91,173.2,140.64,34.79,172.11,174.07,97.02,8.77,102.88,117.37
206,6.46,174.69,10.78,32.86,168.19,173.56,99.53,8.86,102.73,116.27
207,8.93,163.1,141.15,32.49,169.88,175.0,93.8,8.8,105.22,114.29
208,10.4,157.69,94.99,34.18,172.53,175.9,88.96,8.96,106.5,113.96
209,12.55,153.83,77.32,37.37,175.53,175.86,82.84,9.58,107.16,114.17
210,14.35,154.41,111.02,37.75,176.64,176.1,81.1,10.21,106.52,114.07
211,14.36,150.8,88.75,41.79,178.04,178.42,63.38,10.37,106.04,114.51
212,9.58,140.38,75.04,46.51,172.39,177.78,44.79,10.86,106.64,113.11
213,6.0,130.3,60.35,50.54,169.33,176.92,27.39,14.8,106.4,113.86
214,6.73,74.36,49.92,54.75,168.43,175.3,12.88,19.91,106.22,114.21
215,11.62,22.24,46.21,58.24,171.08,174.0,0.77,24.49,104.3,113.78
216,13.86,10.71,44.98,61.73,175.13,171.71,9.35,29.79,101.89,113.1
217,24.1,6.65,167.42,59.36,178.62,168.14,6.16,31.6,104.49,104.54
218,14.31,2.97,178.4,58.04,176.44,164.86,7.91,33.85,105.96,99.97
219,13.58,1.88,177.0,57.86,178.47,163.45,8.66,36.48,108.31,98.02
220,11.94,0.96,,57.41,179.32,160.5,,38.13,109.7,95.2
221,11.26,0.8,,56.54,177.03,159.98,,39.29,109.95,93.47
222,11.4,1.05,,55.88,176.76,159.54,,40.83,110.33,93.2
223,,3.33,,55.97,175.48,160.73,,42.54,111.02,92.28
224,,5.81,,56.01,174.09,161.07,,44.2,110.4,92.33
225,,10.98,,57.61,175.99,160.04,,46.9,113.33,89.89
226,,13.97,,60.92,178.6,165.73,,49.81,110.46,98.35
227,,21.18,,65.31,175.63,171.77,,52.6,108.11,106.78
228,,34.82,,70.62,169.87,176.13,,49.93,110.56,108.64
229,,59.7,,69.42,168.37,174.75,,42.0,110.1,114.04
230,18.22,79.38,,67.36,172.77,173.76,,34.24,111.65,113.77
231,11.36,83.0,,56.9,175.23,175.88,,19.82,112.9,111.53
232,0.78,85.26,64.43,43.92,174.04,175.13,34.1,7.33,117.08,110.23
233,8.83,87.58,59.73,35.17,176.83,173.76,51.33,1.23,115.48,109.83
234,17.55,87.39,59.05,24.45,178.78,175.68,63.18,4.75,114.93,107.39
235,24.7,88.41,60.14,23.67,179.68,176.74,70.84,2.17,119.33,102.23
236,25.48,91.35,59.12,32.21,176.33,177.3,69.63,6.83,121.91,100.35
237,22.06,91.72,59.49,36.87,172.51,176.94,63.4,11.72,122.17,101.91
238,17.56,97.85,55.53,46.61,170.84,177.38,53.02,16.97,122.64,100.05
239,13.16,98.54,50.82,53.67,169.55,174.71,40.12,26.96,120.54,101.55
240,5.58,92.52,54.16,59.44,169.69,172.19,20.56,29.61,116.11,104.25
241,4.98,84.29,50.39,62.59,171.03,173.63,2.71,31.93,112.28,106.43
242,10.02,67.45,57.95,59.73,171.66,175.14,2.74,31.24,111.95,106.63
243,13.63,50.06,60.18,62.22,174.44,176.0,4.21,33.12,112.12,105.07
244,13.85,32.65,65.8,64.82,176.27,172.85,3.31,38.28,117.24,97.27
245,18.86,25.96,87.72,63.58,178.35,171.12,3.15,41.81,115.74,96.65
246,14.57,18.99,158.44,59.19,177.86,169.72,2.83,45.33,113.09,96.22
247,11.89,12.72,,58.44,178.53,169.51,,46.09,111.23,98.38
248,10.34,10.52,,57.87,178.32,168.63,,47.45,110.77,98.34
249,9.62,10.22,,57.87,177.19,168.47,,49.28,109.76,98.12
250,9.78,11.37,,57.23,176.75,167.22,,49.92,110.07,96.48
251,10.79,12.92,,59.21,175.99,166.46,,52.58,110.02,95.71
252,,15.4,,63.35,175.08,166.29,,57.38,109.48,95.85
253,,18.95,,65.72,173.99,164.98,,59.95,109.36,94.67
254,,22.12,,64.55,173.35,163.47,,60.12,109.03,94.05
255,,24.45,,62.8,172.62,162.2,,58.84,109.24,93.03
